Label,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_94,94,641,0,0,0,0,0,80.000,67.625,147.625,1330.569,94,644.125,826.073,0,16.662,56.258,0.000,17.107,6.438,280.871,467.691,196.273,282.725,30.572
Track_97,97,12,2,10,0,0,0,3.125,69.375,72.500,7.752,97,351.659,768.170,0,8.762,14.919,4.637,6.810,4.139,112.504,115.775,110.157,112.246,1.782
Track_100,100,17,0,0,0,0,0,2.000,72.875,74.875,28.477,100,104.043,776.450,0,14.248,24.220,9.896,13.187,3.920,216.339,261.265,119.278,236.833,42.818
Track_101,101,1377,15,17,0,0,0,179.250,73.500,252.750,1.394,101,261.918,337.293,0,0.277,5.019,0.003,0.177,0.408,119.290,180.412,110.004,115.036,10.571
Track_103,103,30,0,0,0,0,0,3.625,76.250,79.875,28.673,103,145.791,775.530,0,7.932,15.294,2.638,8.141,3.117,223.390,267.428,113.039,240.846,43.236
Track_104,104,652,0,0,0,0,0,81.375,76.750,158.125,1330.556,104,609.772,386.225,0,16.377,49.971,0.000,16.798,5.815,366.931,594.583,243.439,363.745,65.378
Track_107,107,18,0,0,0,0,0,2.125,81.250,83.375,29.901,107,187.104,775.539,0,14.085,16.617,11.851,13.829,1.460,215.161,275.125,114.654,235.800,52.457
Track_108,108,558,0,0,0,0,0,69.625,81.375,151.000,1330.550,108,661.775,821.384,0,19.140,45.385,0.000,19.114,6.245,342.939,622.742,116.623,339.945,31.248
Track_112,112,308,0,0,0,0,0,38.375,85.625,124.000,558.577,112,286.524,287.740,0,14.688,46.535,0.000,15.587,6.974,359.049,558.581,273.615,357.493,43.312
Track_113,113,15,0,0,0,0,0,1.750,86.625,88.375,31.023,113,275.234,775.622,0,17.734,23.879,12.303,17.764,3.098,197.379,261.145,115.476,205.963,46.339
Track_114,114,632,0,0,0,0,0,78.875,86.875,165.750,1330.550,114,594.815,291.284,0,17.055,58.609,0.000,17.681,8.934,419.726,646.027,284.564,420.690,52.077
Track_116,116,21,2,3,0,0,0,3.000,88.125,91.125,1.466,116,1154.430,866.543,0,2.863,9.903,0.089,2.422,2.653,116.394,117.832,115.139,116.322,0.659
Track_117,117,433,0,0,0,0,0,54.000,88.125,142.125,911.060,117,426.469,834.839,0,16.945,54.077,0.294,17.625,6.722,221.089,431.159,149.802,217.654,27.897
Track_124,124,227,1,3,0,0,0,28.625,90.500,119.125,514.780,124,243.203,697.548,0,18.208,57.842,0.336,18.239,7.746,159.784,271.542,111.164,155.754,30.498
Track_125,125,564,0,0,0,0,0,70.375,91.000,161.375,1330.554,125,627.271,613.730,0,18.931,50.605,0.000,19.220,6.661,258.318,509.850,139.108,259.274,45.883
Track_128,128,27,0,0,0,0,0,3.250,91.625,94.875,25.630,128,360.988,775.757,0,7.918,15.961,0.051,8.197,5.094,196.724,233.067,126.580,209.461,32.605
Track_129,129,61,0,0,0,0,0,7.500,92.375,99.875,4.160,129,102.179,306.159,0,1.787,8.957,0.034,1.388,1.635,114.376,118.256,112.357,114.238,1.318
Track_140,140,18,0,0,0,0,0,2.125,98.500,100.625,30.762,140,448.943,775.157,0,14.485,21.248,10.818,12.708,3.654,181.289,221.254,115.036,191.957,32.450
Track_148,148,586,0,0,0,0,0,73.125,103.500,176.625,1330.607,148,633.193,783.006,0,18.260,47.997,0.000,18.056,5.830,260.080,557.444,147.096,252.113,55.166
Track_152,152,24,0,0,0,0,0,2.875,105.625,108.500,28.229,152,576.200,774.818,0,9.825,21.725,0.971,9.451,6.453,187.369,229.453,110.499,203.844,33.060
Track_157,157,16,0,0,0,0,0,1.875,109.500,111.375,31.148,157,619.749,774.787,0,16.622,20.545,12.424,16.500,2.329,182.797,232.433,114.632,195.708,40.249
Track_161,161,56,11,19,0,0,0,13.875,111.375,125.250,3.758,161,1156.271,860.142,0,4.773,23.044,0.123,3.428,4.339,116.655,119.951,114.810,116.524,0.987
Track_165,165,83,0,0,0,0,0,10.250,114.250,124.500,155.067,165,772.181,773.298,0,15.154,30.558,6.442,14.615,5.635,186.838,276.961,114.135,189.511,46.420
Track_167,167,46,6,19,0,0,0,10.375,114.875,125.250,1.318,167,1156.289,859.844,0,4.914,15.289,0.229,4.529,3.600,116.402,117.758,114.807,116.464,0.717
Track_169,169,20,1,2,0,0,0,2.625,115.125,117.750,36.007,169,1311.487,614.093,0,13.821,48.509,0.000,12.825,9.297,146.545,304.198,110.951,131.310,52.642
Track_170,170,47,15,15,0,0,0,15.500,116.250,131.750,0.186,170,383.395,330.592,0,0.248,0.916,0.012,0.205,0.205,142.235,144.331,140.769,142.321,0.608
Track_174,174,466,0,0,0,0,0,58.125,117.875,176.000,1330.556,174,641.703,361.223,0,22.915,54.500,0.000,22.589,6.558,450.903,583.782,110.417,457.228,48.487
Track_179,179,875,0,0,0,0,0,109.250,120.125,229.375,1330.569,179,833.496,615.287,0,12.335,46.271,0.000,13.592,12.149,348.345,496.593,273.523,361.791,23.957
Track_182,182,25,0,0,0,0,0,3.000,121.750,124.750,6.295,182,484.690,388.134,0,2.547,5.175,0.065,2.564,1.366,124.743,133.146,111.014,126.099,6.617
